Pirate Name,Pirate URL,Portrait URL,Crew Rank,Crew Job,Crew Name,Flag Role,Flag Name,Navy Rank,Navy Name,Navy Archipelago,Owns Count,Owns List,Manages Count,Manages List,Stalls Count,Stalls List,Houses Count,Houses List,Hearties Count,Hearties List,Reputation Conqueror,Reputation Explorer,Reputation Magnate,Reputation Patron,Skill Category Alchemistry,Skill Category Battle Navigation,Skill Category Bilging,Skill Category Blacksmithing,Skill Category Carpentry,Skill Category Distilling,Skill Category Drinking,Skill Category Foraging,Skill Category Gunning,Skill Category Hearts,Skill Category Navigating,Skill Category Patching,Skill Category Poker,Skill Category Rigging,Skill Category Rumble,Skill Category Sailing,Skill Category Shipwrightery,Skill Category Spades,Skill Category Swordfighting,Skill Category Treasure Drop,Skill Category Treasure Haul,Skill Category Weaving,Skill Experience Alchemistry,Skill Experience Battle Navigation,Skill Experience Bilging,Skill Experience Blacksmithing,Skill Experience Carpentry,Skill Experience Distilling,Skill Experience Drinking,Skill Experience Foraging,Skill Experience Gunning,Skill Experience Hearts,Skill Experience Navigating,Skill Experience Patching,Skill Experience Poker,Skill Experience Rigging,Skill Experience Rumble,Skill Experience Sailing,Skill Experience Shipwrightery,Skill Experience Spades,Skill Experience Swordfighting,Skill Experience Treasure Drop,Skill Experience Treasure Haul,Skill Experience Weaving,Skill Reputation Alchemistry,Skill Reputation Battle Navigation,Skill Reputation Bilging,Skill Reputation Blacksmithing,Skill Reputation Carpentry,Skill Reputation Distilling,Skill Reputation Drinking,Skill Reputation Foraging,Skill Reputation Gunning,Skill Reputation Hearts,Skill Reputation Navigating,Skill Reputation Patching,Skill Reputation Poker,Skill Reputation Rigging,Skill Reputation Rumble,Skill Reputation Sailing,Skill Reputation Shipwrightery,Skill Reputation Spades,Skill Reputation Swordfighting,Skill Reputation Treasure Drop,Skill Reputation Treasure Haul,Skill Reputation Weaving,Scrape Date,Scraped At UTC
Rickeh,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=rickeh,http://emerald.puzzlepirates.com/media/emerald/portraits/1f8/fd5184bb41340285446eda6366fce.jpg,Captain,Diplomat,Moolah,Prince,Do Not Reply,Lieutenant,Admiral Island Navy,Gull,2,The Mighty Iron Monger on Caravanserai Island | Rheinmetal on Aimuari Island,8,Mean Girls HQ on Sayers Rock | When Devils Strike on Arakoua Island | Mastrology on Sayers Rock | Scepter & Sage on Isle of Kent | Biggie Ballistics on Armstrong Island | Alloy Architect on Gallows Island | Grogper Army on Caravanserai Island | Arrr Balls on Sayers Rock,8,Rickeh's Ironworking Stall on Isle of Kent | Rickeh's Distilling Stall on Lincoln Island | Rickeh's Ironworking Stall on Greenwich Island | Rickeh's Ironworking Stall on Kasidim Island | Rickeh's Ironworking Stall on Lincoln Island | Hertez's Apothecary Stall on Wensleydale | Laleh's Apothecary Stall on Wensleydale | Rhay's Distilling Stall on Kasidim Island,5,Caddyshack on Admiral Island | Shack Macaque on Alkaid Island | Villa Las Vegas on Admiral Island | Caddyshack on Admiral Island | The Great Estate on Admiral Island,0,,Established,Renowned,Illustrious,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Broad,Weighty,Weighty,Paragon,Expert,Neophyte,Narrow,Weighty,Broad,Illustrious,Solid,Expert,Weighty,Broad,Solid,Solid,Solid,Narrow,Apprentice,Paragon,Apprentice,Distinguished,Ultimate,Grand-Master,Grand-Master,Grand-Master,Distinguished,Respected,Ultimate,Distinguished,Master,Legendary,Legendary,Proficient,Ultimate,Respected,Distinguished,Proficient,Master,Ultimate,Proficient,Master,Distinguished,2026-04-08,2026-04-08 18:10:07
Cashier,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=cashier,http://emerald.puzzlepirates.com/media/emerald/portraits/845/c1c43a8b2e7d482b080f7e9104a2f.jpg,Senior Officer,Ambassador,The Salty Splatoon,King,Party On Olympus,Lieutenant Commander,Doyle Island Navy,Ursa,0,,3,Magical Monkey on Alkaid Island | Negra Arroyo Lane on Alkaid Island | Salty Remedies on Sayers Rock,1,Cashier's Tailoring Stall on Admiral Island,6,Sea Shack on Scrimshaw Island | Milkshack on Wensleydale | Caddyshack on Admiral Island | Bedside Manors on Admiral Island | Tortilla Villas on Chachapoya Island | Keep Calm and Love King Kong on Alkaid Island,1,Jezerbell,Established,Illustrious,Illustrious,Renowned,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Narrow,Weighty,Expert,Solid,Expert,Neophyte,Apprentice,Weighty,Broad,Neophyte,Solid,Weighty,Solid,Illustrious,Neophyte,Narrow,Broad,Novice,Weighty,Broad,Paragon,Weighty,Able,Proficient,Legendary,Grand-Master,Master,Able,Able,Ultimate,Proficient,Distinguished,Master,Grand-Master,Proficient,Ultimate,Proficient,Proficient,Respected,Able,Legendary,Respected,Grand-Master,Ultimate,2026-04-08,2026-04-08 18:10:07
Chefdavid,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=chefdavid,http://emerald.puzzlepirates.com/media/emerald/portraits/77d/5cab7b2d5f3715847bc25e7fc101f.jpg,Senior Officer,Cook,Euthanasia,Prince,No Strings Attached,Petty Officer,Barbary Island Navy,Ibis,8,Hyper Balls on Barbary Island | Hall of Justice on Barbary Island | Haute Couture Cafe on Sayers Rock | Bananaman on Barbary Island | Daily Plan-It on Barbary Island | Punisher Potions on Barbary Island | uballs on Barbary Island | Rum Factory on Alkaid Island,15,Skail Spice on Sayers Rock | Only Frigs on Barbary Island | Altered Reality on Kasidim Island | Calico Cut Pants on Alkaid Island | Blow My Bellows on Barbary Island | Frigate Driver on Admiral Island | Jurassic Arch on Arakoua Island | Spirited Away on Admiral Island | Laboratory on Aimuari Island | The Crystal Palace on Arakoua Island | Longneck Lager on Arakoua Island | Sword in the Stone on Admiral Island | Dirty Dyeing on Admiral Island | The Lab on Arakoua Island | Frig Off on Barbary Island,1,Katzecradle's Apothecary Stall on Greenwich Island,7,Sigil Shack on Sayers Rock | Sidekick Shacks on Barbary Island | Cabin Fever on Admiral Island | A Theatre To Watch My Movies on Sayers Rock | Caddyshack on Admiral Island | Tortilla Villas on Chachapoya Island | Guardians of the Gallery on Barbary Island,0,,Aspiring,Rumored,Renowned,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Expert,Expert,Solid,Novice,Novice,Apprentice,Broad,Narrow,Broad,Narrow,Broad,Solid,Solid,Neophyte,Neophyte,Neophyte,Novice,Broad,Novice,Illustrious,Novice,Able,Ultimate,Proficient,Able,Able,Able,Distinguished,Able,Able,Renowned,Able,Respected,Proficient,Proficient,Respected,Able,Able,Able,Able,Able,Able,Able,2026-04-08,2026-04-08 18:10:07
Chefdavidd,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=chefdavidd,http://emerald.puzzlepirates.com/media/emerald/portraits/9b9/b6388cbde4a0e66bf59d920425441.jpg,Senior Officer,,Friends with Benefits,Member,No Strings Attached,Stowaway,Sayers Rock Navy,Ursa,0,,0,,0,,1,Aural Shacks on Bowditch Island,0,,Aspiring,Aspiring,Rumored,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Narrow,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Solid,Novice,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,2026-04-08,2026-04-08 18:10:07
Danuc,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=danuc,http://emerald.puzzlepirates.com/media/emerald/portraits/f41/bb29406d8db96509a0ca4683e09c4.jpg,Captain,Strategist,Qui Pro Quo,Princess,The Scarlet Empire,Lieutenant,Scrimshaw Island Navy,Stork,8,Steel Base on Caravanserai Island | Ah Cloth on Scrimshaw Island | Steel Base on Barbary Island | Ah Spice on Scrimshaw Island | Steel Base on Armstrong Island | Ah Ship on Scrimshaw Island | Your Moist Laundry on Caravanserai Island | Steel Base on Scrimshaw Island,0,,1,Danuc's Shipbuilding Stall on Isle of Kent,2,Black Villa Black on Scrimshaw Island | Bedside Manors on Admiral Island,1,Disruptor,Noted,Illustrious,Illustrious,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Weighty,Illustrious,Weighty,Paragon,Novice,Novice,Weighty,Solid,Novice,Illustrious,Illustrious,Novice,Illustrious,Broad,Solid,Expert,Novice,Broad,Novice,Illustrious,Solid,Able,Master,Legendary,Legendary,Grand-Master,Able,Able,Ultimate,Respected,Able,Grand-Master,Legendary,Able,Legendary,Renowned,Master,Grand-Master,Able,Legendary,Able,Grand-Master,Legendary,2026-04-08,2026-04-08 18:10:07
Danr,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=danr,http://emerald.puzzlepirates.com/media/emerald/portraits/c99/8645780f88398e3dd3e956bfa76f0.jpg,Senior Officer,,The Mob,Lord,Late Night Hoes,Lieutenant Commander,Admiral Island Navy,Gull,0,,0,,1,Amaliie's Tailoring Stall on Lincoln Island,10,Pine Boxes on Aimuari Island | Shack Macaque on Alkaid Island | Shack eel Oh Kneel on Blackthorpe Island | Caddyshack on Admiral Island | Bedside Manors on Admiral Island | The Dove Shack on Armstrong Island | Past Tents on Greenwich Island | Bringing Town the House on Admiral Island | Villa Las Vegas on Admiral Island | Makavilli on Armstrong Island,0,,Rumored,Illustrious,Celebrated,Obscure,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Broad,Illustrious,Solid,Weighty,Apprentice,Narrow,Weighty,Weighty,Apprentice,Solid,Solid,Solid,Illustrious,Broad,Revered,Broad,Apprentice,Weighty,Narrow,Illustrious,Solid,Distinguished,Grand-Master,Legendary,Renowned,Renowned,Able,Respected,Ultimate,Respected,Distinguished,Respected,Legendary,Legendary,Ultimate,Renowned,Ultimate,Proficient,Distinguished,Legendary,Proficient,Grand-Master,Legendary,2026-04-08,2026-04-08 18:10:07
Hielo,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=hielo,http://emerald.puzzlepirates.com/media/emerald/portraits/e75/b4b72792452ec0702b8b042912683.jpg,Senior Officer,Curmudgeon,Havoc Reborn,Prince,Chaos Incarnate,Admiral,Admiral Island Navy,Gull,1,Cannonballs Incorporated on Sayers Rock,1,The Chugging Chimp on Alkaid Island,1,Demonologist's Tailoring Stall on Admiral Island,10,Caddyshack on Admiral Island | Pine Boxes on Aimuari Island | Sigil Shack on Sayers Rock | Love Shack on Caravanserai Island | Caddyshack on Admiral Island | Pine Boxes on Aimuari Island | Bungalow Bill on Admiral Island | King Kottage on Admiral Island | Bedside Manors on Admiral Island | Guardians of the Gallery on Admiral Island,0,,Rumored,Established,Celebrated,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Neophyte,Solid,Sublime,Solid,Broad,Novice,Apprentice,Solid,Broad,Neophyte,Expert,Solid,Solid,Solid,Narrow,Narrow,Novice,Apprentice,Narrow,Novice,Weighty,Narrow,Able,Master,Legendary,Renowned,Proficient,Able,Proficient,Grand-Master,Able,Distinguished,Legendary,Master,Grand-Master,Legendary,Respected,Proficient,Able,Proficient,Able,Proficient,Renowned,Able,2026-04-08,2026-04-08 18:10:07
Mikassa,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=mikassa,http://emerald.puzzlepirates.com/media/emerald/portraits/84c/c80e6ffde46ff908a0f12e6ef0b62.jpg,Captain,Astronomer,The Unevolved Atlanteans,Lady,Rum and Regrets,Admiral,Ix Chel Navy,Eagle,0,,0,,1,Cmdoughboy's Tailoring Stall on Admiral Island,1,Bedside Manors on Admiral Island,4,Emerite | Holyemperor | Huttonion | Mikalt,Obscure,Celebrated,Established,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Narrow,Expert,Illustrious,Narrow,Expert,Neophyte,Apprentice,Solid,Weighty,Solid,Sublime,Expert,Broad,Illustrious,Broad,Solid,Apprentice,Novice,Solid,Narrow,Illustrious,Neophyte,Proficient,Able,Grand-Master,Able,Master,Able,Able,Ultimate,Able,Renowned,Master,Renowned,Grand-Master,Ultimate,Able,Proficient,Able,Able,Grand-Master,Proficient,Respected,Distinguished,2026-04-08,2026-04-08 18:10:07
Sinkz,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=sinkz,http://emerald.puzzlepirates.com/media/emerald/portraits/826/50747120f877f37e54171169d0eb2.jpg,Captain,Ambassador,The Union,Lord,No Bamboozles,Lieutenant Commander,Blackthorpe Island Navy,Pelican,2,Bang from Downtown on Blackthorpe Island | Iron Forge on Armstrong Island,4,Good Swill Hunting on Barbary Island | Don't Weave Me on Aimuari Island | Balls Mafia on Barbary Island | Gentleman's Quarterly on Barbary Island,5,Sinkz's Ironworking Stall on Greenwich Island | Sinkz's Distilling Stall on Greenwich Island | Yrn's Apothecary Stall on Greenwich Island | Gotch's Apothecary Stall on Greenwich Island | Eviltwigster's Ironworking Stall on Blackthorpe Island,7,Shack eel Oh Kneel on Blackthorpe Island | Homestead Hut on Lincoln Island | Minute House on Greenwich Island | Caddyshack on Admiral Island | Homestead Hut on Lincoln Island | Villa Las Vegas on Admiral Island | Guardians of the Gallery on Barbary Island,3,Cozi | Quap | Vickyicky,Aspiring,Aspiring,Eminent,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Solid,Solid,Solid,Solid,Narrow,Neophyte,Solid,Solid,Neophyte,Broad,Solid,Weighty,Solid,Broad,Solid,Solid,Novice,Solid,Narrow,Expert,Solid,Distinguished,Distinguished,Distinguished,Respected,Respected,Able,Distinguished,Respected,Master,Distinguished,Distinguished,Grand-Master,Renowned,Legendary,Master,Respected,Respected,Able,Master,Proficient,Proficient,Renowned,2026-04-08,2026-04-08 18:10:07
Cazix,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=cazix,http://emerald.puzzlepirates.com/media/emerald/portraits/e28/1278d769d142c60340af9df546885.jpg,Senior Officer,Nap Specialist,Dopamine,King,Do Not Reply,Captain,Admiral Island Navy,Gull,4,The Game Is A-Fruit on Doyle Island | Baker Street on Doyle Island | The Norwood Builder on Doyle Island | Crazy Ship on Barbary Island,10,Scepter & Sage on Isle of Kent | Off Pace Weaving on Alkaid Island | The Shrine of the Silver Monkey on Alkaid Island | Mafia Holdings on Pukru Island | Ships of Prey on Albatross Island | Falcons Bay on Albatross Island | Buckingham on Pukru Island | Progress Pointe on Gallows Island | Sew Ideal on Sayers Rock | Arrr Balls on Sayers Rock,2,Cazix's Tailoring Stall on Wensleydale | Hertez's Apothecary Stall on Wensleydale,26,The Dove Shack on Armstrong Island | Aural Shacks on Bowditch Island | Sidekick Shacks on Barbary Island | Shack Macaque on Alkaid Island | Love Shack on Caravanserai Island | Pine Boxes on Aimuari Island | Sea Shack on Scrimshaw Island | Cabin Fever on Admiral Island | Bungalow Bill on Admiral Island | Mayfair Mansions on Pukru Island | Only a Manor of Time on Aimuari Island | Poseidon's Castle on Scrimshaw Island | Homestead Hut on Lincoln Island | Homestead Hut on Lincoln Island | The Dove Shack on Armstrong Island | Sea Shack on Scrimshaw Island | Milkshack on Wensleydale | Blackgate on Barbary Island | Bunga Lowrider on Armstrong Island | Gardens of Babylon on Kasidim Island | Mayfair Mansions on Pukru Island | A Jacuzzi on Sayers Rock | Dead Mansion Walking on Aimuari Island | Gallery of Gilgul on Sayers Rock | Guardians of the Gallery on Barbary Island | Keep Calm and Love King Kong on Alkaid Island,13,Affectionate | Graysn | Greedie | Hollisue | Joshsivils | Kushlorde | Mockworld | Ninjy | Outlander | Pirata | Rickeh | Scozy | Swiggity,Noted,Illustrious,Illustrious,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Narrow,Weighty,Illustrious,Solid,Illustrious,Neophyte,Narrow,Weighty,Weighty,Narrow,Illustrious,Weighty,Paragon,Expert,Neophyte,Broad,Solid,Novice,Narrow,Neophyte,Illustrious,Solid,Proficient,Proficient,Master,Respected,Respected,Able,Proficient,Ultimate,Master,Master,Master,Ultimate,Able,Master,Respected,Proficient,Master,Able,Renowned,Proficient,Master,Master,2026-04-08,2026-04-08 18:10:07
Affectionate,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=affectionate,http://emerald.puzzlepirates.com/media/emerald/portraits/bfb/4950d77ba69537c1e8c4a61e267a7.jpg,Captain,Magician,Superbad,Princess,Do Not Reply,Captain,Admiral Island Navy,Gull,2,Alloy Architect on Gallows Island | Progress Pointe on Gallows Island,4,Mafia Holdings on Pukru Island | The Norwood Builder on Doyle Island | Sew Ideal on Sayers Rock | Arrr Balls on Sayers Rock,2,Affectionate's Tailoring Stall on Admiral Island | Affectionate's Tailoring Stall on Wensleydale,9,Caddyshack on Admiral Island | Cabin Fever on Admiral Island | Bungalow Bill on Admiral Island | King Kottage on Admiral Island | Row Me Daddy on Admiral Island | Bedside Manors on Admiral Island | King Kottage on Admiral Island | A Jacuzzi on Sayers Rock | Guardians of the Gallery on Barbary Island,0,,Celebrated,Illustrious,Illustrious,Rumored,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Apprentice,Broad,Paragon,Novice,Solid,Novice,Novice,Solid,Expert,Novice,Novice,Novice,Solid,Novice,Apprentice,Expert,Novice,Novice,Apprentice,Neophyte,Paragon,Novice,Able,Master,Master,Able,Proficient,Able,Proficient,Ultimate,Grand-Master,Able,Able,Able,Proficient,Able,Renowned,Master,Able,Able,Legendary,Proficient,Renowned,Able,2026-04-08,2026-04-08 18:10:07
Hertez,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=hertez,http://emerald.puzzlepirates.com/media/emerald/portraits/f63/3aa89fc3e8e892a913274034b58c2.jpg,Senior Officer,Berserker,Superbad,Prince,Do Not Reply,Commander,Sayers Rock Navy,Ursa,3,Ships of Prey on Albatross Island | Falcons Bay on Albatross Island | Arrr Balls on Sayers Rock,3,The Norwood Builder on Doyle Island | Alloy Architect on Gallows Island | Sew Ideal on Sayers Rock,1,Hertez's Apothecary Stall on Wensleydale,4,The Dove Shack on Armstrong Island | Bunga Lowrider on Armstrong Island | A Jacuzzi on Sayers Rock | Guardians of the Gallery on Barbary Island,0,,Noted,Illustrious,Illustrious,Rumored,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Narrow,Narrow,Weighty,Solid,Weighty,Novice,Novice,Solid,Solid,Novice,Solid,Expert,Broad,Solid,Novice,Solid,Broad,Novice,Broad,Novice,Paragon,Novice,Proficient,Proficient,Legendary,Renowned,Legendary,Able,Able,Ultimate,Distinguished,Able,Grand-Master,Ultimate,Respected,Ultimate,Able,Able,Respected,Able,Legendary,Able,Grand-Master,Able,2026-04-08,2026-04-08 18:10:07
Ninjy,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=ninjy,http://emerald.puzzlepirates.com/media/emerald/portraits/cf7/8573d12d79d03de1e53699ded5311.jpg,Captain,Kraken Hunter,Dopamine,Prince,Do Not Reply,Chief Petty Officer,Doyle Island Navy,Ursa,4,Mafia Holdings on Pukru Island | Buckingham on Pukru Island | Sew Ideal on Sayers Rock | Piccadilly Circus on Pukru Island,3,Baker Street on Doyle Island | Eye-Witness Fashion on Pukru Island | Arrr Balls on Sayers Rock,1,Ninjy's Apothecary Stall on Aimuari Island,19,Riemann Slums on Descartes Isle | The Cuckoo's Nest on Quetzal Island | Shacky Doo on Hubble's Eye | Caddyshack on Admiral Island | Cabin Fever on Admiral Island | Blackgate on Barbary Island | Gardens of Babylon on Kasidim Island | Mayfair Mansions on Pukru Island | Sherlock Homes on Doyle Island | Dead Mansion Walking on Aimuari Island | Guardians of the Gallery on Barbary Island | Stab In Cabin on Aimuari Island | Bungalow Bill on Admiral Island | Gardens of Babylon on Kasidim Island | Mayfair Mansions on Pukru Island | Row Me Daddy on Admiral Island | Sherlock Homes on Doyle Island | A Jacuzzi on Sayers Rock | Great Ape Escapes on Alkaid Island,1,Cazix,Celebrated,Eminent,Illustrious,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Weighty,Solid,Neophyte,Solid,Apprentice,Apprentice,Broad,Weighty,Novice,Expert,Paragon,Solid,Illustrious,Broad,Broad,Solid,Narrow,Solid,Apprentice,Expert,Neophyte,Distinguished,Legendary,Proficient,Able,Proficient,Proficient,Distinguished,Master,Proficient,Distinguished,Proficient,Grand-Master,Proficient,Renowned,Master,Proficient,Master,Master,Grand-Master,Proficient,Proficient,Able,2026-04-08,2026-04-08 18:10:07
Emerlaus,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=emerlaus,http://emerald.puzzlepirates.com/media/emerald/portraits/b04/ebc5d4c083e16507908d914973b44.jpg,Senior Officer,Troublemaker,Dopamine,Lord,Do Not Reply,Commander,Cryo Island Navy,Puffin,0,,0,,0,,11,Sea Shack on Scrimshaw Island | Love Shack on Caravanserai Island | Row Me Daddy on Admiral Island | The Great Estate on Admiral Island | The Dove Shack on Armstrong Island | Sigil Shack on Sayers Rock | Sea Shack on Scrimshaw Island | Sea Shack on Scrimshaw Island | Shacky Doo on Hubble's Eye | Pine Boxes on Aimuari Island | Villa Las Vegas on Admiral Island,2,Forkwithme | Zaiita,Established,Illustrious,Illustrious,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Sublime,Sublime,Solid,Expert,Broad,Broad,Expert,Expert,Sublime,Illustrious,Solid,Paragon,Weighty,Broad,Illustrious,Solid,Illustrious,Weighty,Broad,Sublime,Broad,Proficient,Legendary,Proficient,Proficient,Distinguished,Able,Respected,Legendary,Distinguished,Ultimate,Legendary,Master,Proficient,Proficient,Renowned,Renowned,Distinguished,Renowned,Legendary,Proficient,Proficient,Respected,2026-04-08,2026-04-08 18:10:07
Bellaciiaoo,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=bellaciiaoo,http://emerald.puzzlepirates.com/media/emerald/portraits/ed2/4b64f8e51dbe82d41a1e7dbfda146.jpg,Senior Officer,Monster Hunter,Dopamine,Princess,Do Not Reply,Lieutenant Commander,Aimuari Island Navy,Orion,0,,0,,0,,2,Sidekick Shacks on Barbary Island | Bungalow Bill on Admiral Island,0,,Noted,Illustrious,Eminent,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Broad,Expert,Novice,Weighty,Novice,Novice,Narrow,Broad,Novice,Broad,Expert,Narrow,Paragon,Apprentice,Weighty,Novice,Novice,Broad,Novice,Illustrious,Novice,Able,Proficient,Master,Able,Master,Able,Proficient,Distinguished,Proficient,Able,Master,Master,Distinguished,Distinguished,Proficient,Proficient,Able,Distinguished,Legendary,Proficient,Distinguished,Able,2026-04-08,2026-04-08 18:10:07
