Pirate Name,Pirate URL,Portrait URL,Crew Rank,Crew Job,Crew Name,Flag Role,Flag Name,Navy Rank,Navy Name,Navy Archipelago,Owns Count,Owns List,Manages Count,Manages List,Stalls Count,Stalls List,Houses Count,Houses List,Hearties Count,Hearties List,Reputation Conqueror,Reputation Explorer,Reputation Magnate,Reputation Patron,Skill Category Alchemistry,Skill Category Battle Navigation,Skill Category Bilging,Skill Category Blacksmithing,Skill Category Carpentry,Skill Category Distilling,Skill Category Drinking,Skill Category Foraging,Skill Category Gunning,Skill Category Hearts,Skill Category Navigating,Skill Category Patching,Skill Category Poker,Skill Category Rigging,Skill Category Rumble,Skill Category Sailing,Skill Category Shipwrightery,Skill Category Spades,Skill Category Swordfighting,Skill Category Treasure Drop,Skill Category Treasure Haul,Skill Category Weaving,Skill Experience Alchemistry,Skill Experience Battle Navigation,Skill Experience Bilging,Skill Experience Blacksmithing,Skill Experience Carpentry,Skill Experience Distilling,Skill Experience Drinking,Skill Experience Foraging,Skill Experience Gunning,Skill Experience Hearts,Skill Experience Navigating,Skill Experience Patching,Skill Experience Poker,Skill Experience Rigging,Skill Experience Rumble,Skill Experience Sailing,Skill Experience Shipwrightery,Skill Experience Spades,Skill Experience Swordfighting,Skill Experience Treasure Drop,Skill Experience Treasure Haul,Skill Experience Weaving,Skill Reputation Alchemistry,Skill Reputation Battle Navigation,Skill Reputation Bilging,Skill Reputation Blacksmithing,Skill Reputation Carpentry,Skill Reputation Distilling,Skill Reputation Drinking,Skill Reputation Foraging,Skill Reputation Gunning,Skill Reputation Hearts,Skill Reputation Navigating,Skill Reputation Patching,Skill Reputation Poker,Skill Reputation Rigging,Skill Reputation Rumble,Skill Reputation Sailing,Skill Reputation Shipwrightery,Skill Reputation Spades,Skill Reputation Swordfighting,Skill Reputation Treasure Drop,Skill Reputation Treasure Haul,Skill Reputation Weaving
Hauk,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Hauk,http://emerald.puzzlepirates.com/media/emerald/portraits/920/4c856bee5154fb1158362e380353d.jpg,Captain,Blacksmith,Deo Volente,King,Ad Finem Maris,Lieutenant Commander,Aimuari Island Navy,Orion,7,Classico on Aimuari Island | Tribute on Sayers Rock | Master Exploder on Barbary Island | The Metal on Armstrong Island | Kielbasa on Bowditch Island | Karate on Caravanserai Island | Roadie on Arakoua Island,9,Live and let DYE on Bowditch Island | Happy Little Balls on Bowditch Island | The Half-Mast on Armstrong Island | Ghostly Frigs on Alkaid Island | Armoury on Alkaid Island | Tangletree Textiles on Alkaid Island | Chimpions Concoctions on Alkaid Island | Hyper Balls on Scrimshaw Island | Phantasm Pharmaceuticals on Aimuari Island,7,Hauk's Ironworking Stall on Wissahickon Island | Astriana's Apothecary Stall on Chachapoya Island | Astriana's Apothecary Stall on Scrimshaw Island | Astriana's Apothecary Stall on Armstrong Island | Astriana's Tailoring Stall on Alkaid Island | Astriana's Apothecary Stall on Sayers Rock | Astriana's Apothecary Stall on Bowditch Island,3,Milkshack on Wensleydale | Death Row on Aimuari Island | The Great Estate on Admiral Island,13,Astriana | Azer | Badigo | Chefdavid | Clmdoughboy | Convictt | Historian | Mrflop | Neuneker | Reverted | Rickeh | Souul | Toastyboy,Aspiring,Established,Noted,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Broad,Expert,Weighty,Expert,Solid,Solid,Novice,Solid,Sublime,Novice,Broad,Weighty,Solid,Solid,Broad,Illustrious,Broad,Narrow,Broad,Broad,Sublime,Broad,Proficient,Proficient,Proficient,Grand-Master,Able,Able,Proficient,Distinguished,Respected,Able,Able,Proficient,Legendary,Proficient,Able,Able,Proficient,Able,Able,Ultimate,Respected,Respected
Astriana,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=astriana,http://emerald.puzzlepirates.com/media/emerald/portraits/ca7/a70bafc80470181746f3c066a4930.jpg,Senior Officer,Scribe,Deo Volente,Princess,Ad Finem Maris,Ensign,Aimuari Island Navy,Orion,2,Chimpions Concoctions on Alkaid Island | Phantasm Pharmaceuticals on Aimuari Island,2,Classico on Aimuari Island | Tribute on Sayers Rock,6,Astriana's Apothecary Stall on Armstrong Island | Astriana's Tailoring Stall on Alkaid Island | Astriana's Apothecary Stall on Bowditch Island | Astriana's Apothecary Stall on Chachapoya Island | Astriana's Apothecary Stall on Sayers Rock | Astriana's Apothecary Stall on Scrimshaw Island,4,Sea Shack on Scrimshaw Island | Jonestown Houses on Aimuari Island | Death Row on Aimuari Island | The Great Estate on Admiral Island,31,Badigo | Baeboss | Buffaloman | Chazaqiel | Cheefs | Cilan | Cities | Convictt | Deemmo | Dyyl | Goldenoldie | Grenadoe | Hauk | Hollisue | Kyrainbang | Littleradish | Luccawings | Lunaxx | Marzoman | Mercz | Mesmerized | Mrpi | Nickbush | Paleblade | Pcichigo | Redwraith | Scap | Scousemousex | Souul | Whitesnakes | Wintour,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Weighty,Solid,Expert,Solid,Weighty,Broad,Novice,Solid,Illustrious,Novice,Solid,Expert,Broad,Weighty,Narrow,Illustrious,Solid,Apprentice,Broad,Narrow,Illustrious,Broad,Respected,Proficient,Proficient,Distinguished,Able,Able,Respected,Able,Proficient,Able,Able,Master,Ultimate,Proficient,Master,Able,Proficient,Able,Respected,Respected,Renowned,Distinguished
Mrflop,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=mrflop,http://emerald.puzzlepirates.com/media/emerald/portraits/5b8/9448fe98502c42f9a4971fb1c9623.jpg,Captain,Monster Hunter,Purple Burglar Alarm,Prince,Ad Finem Maris,Ensign,Bowditch Island Navy,Stork,2,Live and let DYE on Bowditch Island | The Purple Herb on Sayers Rock,3,Tribute on Sayers Rock | Crazy Potions on Barbary Island | High Apothecary on Sayers Rock,2,Mrflop's Distilling Stall on Bowditch Island | Mrflop's Apothecary Stall on Aimuari Island,8,Sigil Shack on Sayers Rock | Was A Marked Down Shack on Wissahickon Island | Sea Shack on Scrimshaw Island | Stab In Cabin on Aimuari Island | Bungallows on Aimuari Island | Mirror Mirror Hanging On The Wall on Sayers Rock | Cottagious Disease on Aimuari Island | Death Row on Aimuari Island,78,Aperion | Aquella | Azer | Azzerz | Baeboss | Bootdude | Breezybree | Catalystic | Chefdavid | Chmassive | Cities | Clmdoughboy | Codefish | Crystalla | Danipop | Danuc | Dictatorship | Dirtybowdy | Disruptor | Dyselxic | Edeva | Embargo | Flucinn | Fritbri | Futurist | Galantis | Generaljoe | Glitc | Gonngas | Hauk | Haydonis | Hetrozygous | Historian | Hollisue | Ifairmaidenl | Jamstari | Knufske | Krimz | Lintmint | Lolidragons | Lovelyred | Loyalgold | Mattsonny | Mattystrong | Megakimito | Mercz | Mistukara | Naughtyangel | Obaider | Ottilia | Pafsie | Paleblade | Pausey | Piggycoins | Prettysophie | Prevailed | Rafserra | Reverted | Rowgish | Scap | Shirato | Sinkz | Spongiform | Spookehh | Srotideuk | Swiggity | Texnikos | Tinathalard | Toastyboy | Tosl | Twiggles | Umami | Whitesnakes | Wildemarie | Wowosity | Wraps | Xack | Xton,Noted,Eminent,Illustrious,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Illustrious,Solid,Neophyte,Weighty,Novice,Neophyte,Weighty,Weighty,Neophyte,Solid,Solid,Weighty,Solid,Novice,Solid,Broad,Novice,Apprentice,Apprentice,Illustrious,Novice,Distinguished,Proficient,Proficient,Able,Distinguished,Able,Able,Respected,Proficient,Able,Proficient,Proficient,Able,Able,Able,Proficient,Proficient,Able,Proficient,Proficient,Proficient,Able
Spongiform,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=spongiform,http://emerald.puzzlepirates.com/media/emerald/portraits/875/35d494466187d969726e8fe6939d9.jpg,Senior Officer,Lieutenant,Deo Volente,Prince,Ad Finem Maris,Commander,Descartes Isle Navy,Pelican,0,,0,,4,Spongiform's Ironworking Stall on Greenwich Island | Spongiform's Ironworking Stall on Descartes Isle | Lodmir's Apothecary Stall on Descartes Isle | Lodmir's Ironworking Stall on Descartes Isle,3,Riemann Slums on Descartes Isle | Past Tents on Greenwich Island | Rho House on Descartes Isle,0,,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Weighty,Paragon,Expert,Narrow,Expert,Expert,Neophyte,Weighty,Sublime,Novice,Broad,Narrow,Weighty,Weighty,Solid,Weighty,Solid,Novice,Solid,Broad,Paragon,Broad,Master,Distinguished,Proficient,Proficient,Proficient,Distinguished,Proficient,Renowned,Master,Able,Able,Proficient,Proficient,Proficient,Master,Proficient,Proficient,Able,Respected,Proficient,Proficient,Respected
Fools,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=fools,http://emerald.puzzlepirates.com/media/emerald/portraits/237/4fd89e7a236fd09b3c439f418b5aa.jpg,Captain,Damsel,Euthanasia,King,No Strings Attached,Lieutenant Commander,Barbary Island Navy,Ibis,6,Rocket Power on Barbary Island | Desert Rose on Caravanserai Island | The Unions Alehouse on Barbary Island | Build Me Shelter on Caravanserai Island | Whoops | I Bid it Again on Caravanserai Island,10,Hallow Bastion on Ventress Island | Pacts on Papyrus and Parchment on Arakoua Island | Ships Attached on Bowditch Island | Flint-Stoned on Arakoua Island | The Crystal Palace on Arakoua Island | Fort Grievous on Gauntlet Island | Strings Attached on Bowditch Island | The Philippine Swill and Grog on Scrimshaw Island | Daily Plan-It on Barbary Island | Hall of Justice on Barbary Island,2,Fools's Apothecary Stall on Admiral Island | Farmerfred's Apothecary Stall on Scrimshaw Island,18,Jurassic Shack on Arakoua Island | Caddyshack on Admiral Island | Krypton Kottage on Barbary Island | Villa Las Vegas on Admiral Island | The Dove Shack on Armstrong Island | Shack Macaque on Alkaid Island | Shack Macaque on Alkaid Island | Sidekick Shacks on Barbary Island | Sidekick Shacks on Barbary Island | Caddyshack on Admiral Island | Caddyshack on Admiral Island | Shadow Cabin on Barbary Island | Bungalow Bill on Admiral Island | King Kottage on Admiral Island | Bedside Manors on Admiral Island | Bedside Manors on Admiral Island | Cthulhu Mansion on Admiral Island | The Great Estate on Admiral Island,1,Bashlyf,Aspiring,Aspiring,Illustrious,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Paragon,Expert,Solid,Solid,Narrow,Broad,Solid,Weighty,Solid,Weighty,Solid,Sublime,Paragon,Narrow,Weighty,Solid,Solid,Expert,Narrow,Weighty,Solid,Respected,Proficient,Distinguished,Respected,Proficient,Proficient,Able,Master,Proficient,Proficient,Proficient,Distinguished,Renowned,Distinguished,Proficient,Respected,Distinguished,Proficient,Proficient,Able,Proficient,Grand-Master
Finbarr,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=finbarr,http://emerald.puzzlepirates.com/media/emerald/portraits/f98/139ca292983d2d38a55b606f098c4.jpg,Senior Officer,Shopkeeper,Euthanasia,Prince,No Strings Attached,Lieutenant,Arakoua Island Navy,Ibis,14,Only Frigs on Barbary Island | Pacts on Papyrus and Parchment on Arakoua Island | Gentleman's Quarterly on Barbary Island | Ball Busters on Barbary Island | Good Swill Hunting on Barbary Island | Neander-Balls on Arakoua Island | The Crystal Palace on Arakoua Island | You Wouldn't Beweave on Barbary Island | Frig Off on Barbary Island | Molten Metals on Caravanserai Island | The Lab on Arakoua Island | Chair Witch Project on Barbary Island | Longneck Lager on Arakoua Island | Herb Your Enthusiasm on Barbary Island,20,Hallow Bastion on Ventress Island | Kryptonite Concoctions on Barbary Island | The Pines on Kiwara Island | Wonder Weaves on Barbary Island | Flint-Stoned on Arakoua Island | Blow My Bellows on Barbary Island | Sanctuary for Sin on Kasidim Island | He Who Dealt It on Scrimshaw Island | Ancient Craftsman on Admiral Island | Altered Reality on Kasidim Island | Balls Mafia on Barbary Island | Mesozoic Mantels on Arakoua Island | Buffalo Trace on Barbary Island | K TWO on Arakoua Island | Tora the Explorer on Gauntlet Island | Fort Grievous on Gauntlet Island | Desert Rose on Caravanserai Island | The Unions Alehouse on Barbary Island | Daily Plan-It on Barbary Island | Hall of Justice on Barbary Island,1,Cheesypoofzz's Ironworking Stall on Kasidim Island,14,Caddyshack on Admiral Island | Sidekick Shacks on Barbary Island | Jurassic Shack on Arakoua Island | Pine Boxes on Aimuari Island | Shadow Cabin on Barbary Island | Just a Bungalow on Caravanserai Island | Gardens of Babylon on Kasidim Island | Villayria on Barbary Island | Sidekick Shacks on Barbary Island | Krypton Kottage on Barbary Island | Villa Las Vegas on Admiral Island | Keep Calm and Love King Kong on Alkaid Island | Guardians of the Gallery on Barbary Island | Guardians of the Gallery on Barbary Island,0,,Celebrated,Illustrious,Illustrious,Established,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Weighty,Weighty,Solid,Solid,Solid,Broad,Solid,Solid,Weighty,Broad,Solid,Expert,Solid,Solid,Narrow,Solid,Weighty,Novice,Solid,Narrow,Paragon,Weighty,Grand-Master,Ultimate,Proficient,Respected,Proficient,Proficient,Renowned,Legendary,Distinguished,Able,Able,Respected,Able,Distinguished,Able,Proficient,Renowned,Able,Proficient,Able,Distinguished,Ultimate
Navalt,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=navalt,,Captain,,Friends with Benefits,Prince,No Strings Attached,Stowaway,Ventress Island Navy,Pelican,0,,0,,0,,2,Pine Boxes on Aimuari Island | Sea Shack on Scrimshaw Island,2,Badbnaverr | Kromf,Aspiring,Aspiring,Obscure,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Narrow,Apprentice,Narrow,Neophyte,Novice,Novice,Broad,Novice,Novice,Broad,Narrow,Novice,Narrow,Novice,Apprentice,Novice,Novice,Novice,Novice,Narrow,Broad,Respected,Proficient,Proficient,Proficient,Able,Able,Able,Distinguished,Able,Able,Proficient,Proficient,Able,Proficient,Able,Proficient,Able,Able,Able,Able,Distinguished,Grand-Master
Quap,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=quap,http://emerald.puzzlepirates.com/media/emerald/portraits/15f/398848a35f30062706d17a334c9c7.jpg,Senior Officer,Sword Sharpener,Euthanasia,Princess,No Strings Attached,Captain,Greenwich Island Navy,Pelican,0,,11,Balls Mafia on Barbary Island | Pacts on Papyrus and Parchment on Arakoua Island | Molten Metals on Caravanserai Island | The Lab on Arakoua Island | Buffalo Trace on Barbary Island | K TWO on Arakoua Island | Ships Attached on Bowditch Island | The Unions Alehouse on Barbary Island | Gentleman's Quarterly on Barbary Island | Daily Plan-It on Barbary Island | Herb Your Enthusiasm on Barbary Island,5,Quap's Furnishing Stall on Greenwich Island | Cozi's Apothecary Stall on Greenwich Island | Cozi's Furnishing Stall on Greenwich Island | Cozi's Tailoring Stall on Admiral Island | Cozi's Distilling Stall on Blackthorpe Island,14,Shack Macaque on Alkaid Island | Caddyshack on Admiral Island | Bungalow Bill on Admiral Island | Villa Las Vegas on Admiral Island | Sigil Shack on Sayers Rock | Cabin Fever on Admiral Island | Blackgate on Barbary Island | Krypton Kottage on Barbary Island | Gardens of Babylon on Kasidim Island | Villa of the Damned on Aimuari Island | Villa Las Vegas on Admiral Island | Villayria on Barbary Island | The Great Estate on Admiral Island | Guardians of the Gallery on Barbary Island,23,Chefdavid | Chimpanze | Collaborate | Coto | Cozi | Ekzo | Finbarr | Fools | Ordain | Quapozi | Quapslatina | Rockstarg | Roukkia | Scap | Sinkz | Tascruns | Toraken | Trops | Tzz | Whitesnakes | Wooxy | Youngsinatra | Zergling,Noted,Noted,Illustrious,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Expert,Illustrious,Solid,Solid,Broad,Broad,Solid,Solid,Expert,Expert,Solid,Revered,Expert,Broad,Solid,Weighty,Solid,Paragon,Solid,Weighty,Solid,Respected,Distinguished,Grand-Master,Ultimate,Distinguished,Able,Distinguished,Master,Distinguished,Renowned,Distinguished,Renowned,Proficient,Ultimate,Able,Proficient,Master,Proficient,Master,Respected,Legendary,Grand-Master
Toraken,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=toraken,http://emerald.puzzlepirates.com/media/emerald/portraits/3ee/94e0338af7be4794b5caf77c19277.jpg,Senior Officer,,Euthanasia,Prince,No Strings Attached,Captain,Kiwara Island Navy,Ibis,2,Strings Attached on Bowditch Island | Ships Attached on Bowditch Island,5,Tora the Explorer on Gauntlet Island | Balls Attached on Kiwara Island | The Philippine Swill and Grog on Scrimshaw Island | Ancient Craftsman on Admiral Island | The Pines on Kiwara Island,1,Fools's Apothecary Stall on Admiral Island,15,Jurassic Shack on Arakoua Island | Sea Shack on Scrimshaw Island | Sidekick Shacks on Barbary Island | Shack eel Oh Kneel on Blackthorpe Island | Caddyshack on Admiral Island | Love Shack on Caravanserai Island | Shack Macaque on Alkaid Island | Aural Shacks on Bowditch Island | Bungalow Bill on Admiral Island | Bringing Town the House on Admiral Island | Milkshack on Wensleydale | Jurassic Shack on Arakoua Island | Bungalow Bill on Admiral Island | Bedside Manors on Admiral Island | The Great Estate on Admiral Island,0,,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Broad,Solid,Solid,Narrow,Solid,Neophyte,Neophyte,Solid,Expert,Narrow,Weighty,Solid,Expert,Solid,Apprentice,Weighty,Broad,Narrow,Solid,Neophyte,Expert,Narrow,Distinguished,Grand-Master,Proficient,Proficient,Proficient,Proficient,Able,Master,Renowned,Able,Proficient,Respected,Able,Proficient,Master,Distinguished,Respected,Proficient,Able,Proficient,Proficient,Distinguished
Cozi,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=cozi,http://emerald.puzzlepirates.com/media/emerald/portraits/114/80560d88432bd5f2051fbb013dbab.jpg,Senior Officer,Portrait Painter,Euthanasia,Lord,No Strings Attached,Lieutenant,Barbary Island Navy,Ibis,7,Dinosaur Court on Arakoua Island | Sanctuary for Sin on Kasidim Island | Altered Reality on Kasidim Island | Balls Mafia on Barbary Island | Buffalo Trace on Barbary Island | K TWO on Arakoua Island | Forbidden Fruits on Kasidim Island,6,Pacts on Papyrus and Parchment on Arakoua Island | Chair Witch Project on Barbary Island | The Unions Alehouse on Barbary Island | Gentleman's Quarterly on Barbary Island | Ball Busters on Barbary Island | Bang from Downtown on Blackthorpe Island,5,Cozi's Apothecary Stall on Greenwich Island | Cozi's Distilling Stall on Blackthorpe Island | Cozi's Furnishing Stall on Greenwich Island | Cozi's Tailoring Stall on Admiral Island | Quap's Furnishing Stall on Greenwich Island,14,Shadow Cabin on Barbary Island | Blackgate on Barbary Island | Gardens of Babylon on Kasidim Island | Krypton Kottage on Barbary Island | Villa of the Damned on Aimuari Island | Guardians of the Gallery on Barbary Island | Sidekick Shacks on Barbary Island | Caddyshack on Admiral Island | Bungalow Bill on Admiral Island | King Kottage on Admiral Island | Gardens of Babylon on Kasidim Island | Jonestown Houses on Aimuari Island | Villa Las Vegas on Admiral Island | Villayria on Barbary Island,1,Quapozi,Noted,Noted,Celebrated,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Weighty,Weighty,Solid,Weighty,Broad,Neophyte,Broad,Solid,Solid,Solid,Solid,Illustrious,Broad,Narrow,Weighty,Novice,Solid,Weighty,Narrow,Paragon,Novice,Respected,Master,Respected,Master,Distinguished,Proficient,Proficient,Distinguished,Proficient,Master,Distinguished,Distinguished,Able,Proficient,Master,Respected,Able,Proficient,Respected,Able,Distinguished,Able
Ekzo,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=ekzo,http://emerald.puzzlepirates.com/media/emerald/portraits/c58/6a6fc088cf7a17e5e3b36c65efca4.jpg,Senior Officer,Parrot Postmaster,Euthanasia,Lord,No Strings Attached,Admiral,Barbary Island Navy,Ibis,1,Crazy Potions on Barbary Island,1,Molten Metals on Caravanserai Island,0,,2,Manor of Steel on Barbary Island | Guardians of the Gallery on Barbary Island,2,Maybnot | Yourluckyday,Noted,Established,Established,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Solid,Expert,Solid,Paragon,Solid,Narrow,Solid,Paragon,Broad,Solid,Solid,Weighty,Solid,Narrow,Weighty,Solid,Narrow,Paragon,Neophyte,Weighty,Broad,Grand-Master,Renowned,Legendary,Master,Grand-Master,Proficient,Respected,Grand-Master,Legendary,Proficient,Renowned,Master,Master,Grand-Master,Renowned,Legendary,Master,Proficient,Ultimate,Able,Legendary,Master
Obaider,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=obaider,http://emerald.puzzlepirates.com/media/emerald/portraits/362/21a86022b560e9917059b5f5ec1f0.jpg,Captain,Monster Hunter,PALACTION,Lord,No Strings Attached,Chief Petty Officer,Admiral Island Navy,Gull,0,,1,I'm a LumberJacket and I'm OK on Bowditch Island,0,,12,Pine Boxes on Aimuari Island | Caddyshack on Admiral Island | Death Row on Aimuari Island | Only a Manor of Time on Aimuari Island | Caddyshack on Admiral Island | Cabin Fever on Admiral Island | Cabin Fever on Admiral Island | Bedside Manors on Admiral Island | Bedside Manors on Admiral Island | Castle Arrrrrrrrrrggghh on Bowditch Island | Guardians of the Gallery on Admiral Island | Guardians of the Gallery on Barbary Island,1,Delores,Established,Established,Renowned,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Weighty,Expert,Neophyte,Solid,Neophyte,Apprentice,Weighty,Weighty,Narrow,Solid,Solid,Illustrious,Solid,Broad,Solid,Broad,Neophyte,Weighty,Broad,Illustrious,Solid,Distinguished,Grand-Master,Master,Able,Proficient,Able,Distinguished,Grand-Master,Proficient,Able,Able,Distinguished,Able,Distinguished,Respected,Respected,Proficient,Able,Proficient,Respected,Distinguished,Renowned
Senga,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=senga,http://emerald.puzzlepirates.com/media/emerald/portraits/79d/42bf63a26e94ebaffffbeb5ecc7e1.jpg,Captain,Bilge Rat,Hardcore Sea Ravers,Queen,Symonds Says,Admiral,Basset Island Navy,Gull,7,Brassy Balls on Basset Island | Due or Dye on Admiral Island | Rums on Bowditch Island | Toilet Paper Balls on Barbary Island | Ninny Knickers on Admiral Island | Ten Things I Crate About You on Admiral Island | Fort Influential on Basset Island,11,Iron Heart on Caravanserai Island | Naughty Balls on Aimuari Island | Naughty Shots on Aimuari Island | Frig on a Lease on Caravanserai Island | Wicked Wench on Cryo Island | Roadside Remedies on Scrimshaw Island | The Great White North on Cryo Island | Elixir of Love on Caravanserai Island | Red Red Rum on Caravanserai Island | Calm Seas Blacksmith on Caravanserai Island | Timely Fashion on Greenwich Island,3,Cazl's Shipbuilding Stall on Isle of Kent | Banishdemons's Ironworking Stall on The Lowland Hundred | Banishdemons's Distilling Stall on The Lowland Hundred,22,Riemann Slums on Descartes Isle | Homestead Hut on Lincoln Island | Caddyshack on Admiral Island | Milkshack on Wensleydale | Rho House on Descartes Isle | Love Shack on Caravanserai Island | Love Shack on Caravanserai Island | Shack eel Oh Kneel on Blackthorpe Island | Caddyshack on Admiral Island | Riemann Slums on Descartes Isle | Stab In Cabin on Aimuari Island | Cypress Cabins on Alkaid Island | King Kottage on Admiral Island | Row Me Daddy on Admiral Island | Bringing Town the House on Admiral Island | Bedside Manors on Admiral Island | Only a Manor of Time on Aimuari Island | The Great Estate on Admiral Island | The Great Estate on Admiral Island | Guardians of the Gallery on Admiral Island | Guardians of the Gallery on Admiral Island | Dream On on Caravanserai Island,1,Robee,Noted,Celebrated,Celebrated,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Sublime,Illustrious,Exalted,Paragon,Exalted,Illustrious,Solid,Illustrious,Illustrious,Solid,Sublime,Solid,Illustrious,Exalted,Broad,Paragon,Sublime,Narrow,Solid,Weighty,Paragon,Expert,Master,Distinguished,Distinguished,Distinguished,Distinguished,Distinguished,Able,Renowned,Proficient,Proficient,Proficient,Distinguished,Grand-Master,Master,Able,Proficient,Proficient,Able,Able,Proficient,Master,Master
